,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
870,The Dirty Dozen,https://www.imdb.com//title/tt0061578/,1967,7.7,150,"['Action', 'Adventure', 'War']",68430,73.0,$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
871,Belle de Jour,https://www.imdb.com//title/tt0061395/,1967,7.7,100,"['Drama', 'Romance']",41365,,$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
872,A Man for All Seasons,https://www.imdb.com//title/tt0060665/,1966,7.7,120,"['Biography', 'Drama', 'History']",32266,72.0,$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
873,Repulsion,https://www.imdb.com//title/tt0059646/,1965,7.7,105,"['Drama', 'Horror', 'Thriller']",49913,91.0,,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.
874,Zulu,https://www.imdb.com//title/tt0058777/,1964,7.7,138,"['Drama', 'History', 'War']",36848,77.0,,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
875,Goldfinger,https://www.imdb.com//title/tt0058150/,1964,7.7,110,"['Action', 'Adventure', 'Thriller']",177163,87.0,$51.08M,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
876,The Birds,https://www.imdb.com//title/tt0056869/,1963,7.7,119,"['Drama', 'Horror', 'Mystery']",175249,90.0,$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
877,Cape Fear,https://www.imdb.com//title/tt0055824/,1962,7.7,106,"['Drama', 'Thriller']",27027,76.0,,A lawyer's family is stalked by a man he once helped put in jail.
878,Peeping Tom,https://www.imdb.com//title/tt0054167/,1960,7.7,101,"['Drama', 'Horror', 'Thriller']",32363,,$0.08M,"A young man murders women, using a movie camera to film their dying expressions of terror."
879,The Magnificent Seven,https://www.imdb.com//title/tt0054047/,1960,7.7,128,"['Action', 'Adventure', 'Western']",89374,74.0,$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
880,Eyes Without a Face,https://www.imdb.com//title/tt0053459/,1960,7.7,90,"['Drama', 'Horror']",28527,90.0,$0.05M,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.
881,Invasion of the Body Snatchers,https://www.imdb.com//title/tt0049366/,1956,7.7,80,"['Drama', 'Horror', 'Sci-Fi']",45843,92.0,,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
882,Rebel Without a Cause,https://www.imdb.com//title/tt0048545/,1955,7.7,111,['Drama'],85219,89.0,,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
883,The Ladykillers,https://www.imdb.com//title/tt0048281/,1955,7.7,91,"['Comedy', 'Crime']",27362,91.0,,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.
884,Sabrina,https://www.imdb.com//title/tt0047437/,1954,7.7,113,"['Comedy', 'Drama', 'Romance']",60757,72.0,,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her."
885,The Day the Earth Stood Still,https://www.imdb.com//title/tt0043456/,1951,7.7,92,"['Drama', 'Sci-Fi']",77038,,,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.
886,Gilda,https://www.imdb.com//title/tt0038559/,1946,7.7,110,"['Drama', 'Film-Noir', 'Romance']",28763,,,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
887,Fantasia,https://www.imdb.com//title/tt0032455/,1940,7.7,125,"['Animation', 'Family', 'Fantasy']",90328,96.0,$76.41M,A collection of animated interpretations of great works of Western classical music.
888,The 39 Steps,https://www.imdb.com//title/tt0026029/,1935,7.7,86,"['Crime', 'Mystery', 'Thriller']",53181,93.0,,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information."
889,The Invisible Man,https://www.imdb.com//title/tt0024184/,1933,7.7,71,"['Horror', 'Sci-Fi']",31517,87.0,,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
890,Dark Waters,https://www.imdb.com//title/tt9071322/,2019,7.6,126,"['Biography', 'Drama', 'History']",68837,73.0,,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
891,Searching,https://www.imdb.com//title/tt7668870/,2018,7.6,102,"['Drama', 'Mystery', 'Thriller']",146943,71.0,$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
892,Once Upon a Time... In Hollywood,https://www.imdb.com//title/tt7131622/,2019,7.6,161,"['Comedy', 'Drama']",590962,83.0,$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
893,Loveless,https://www.imdb.com//title/tt6304162/,2017,7.6,127,['Drama'],30909,86.0,$0.57M,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.
894,The Florida Project,https://www.imdb.com//title/tt5649144/,2017,7.6,111,['Drama'],99719,92.0,$5.90M,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World."
895,Just Mercy,https://www.imdb.com//title/tt4916630/,2019,7.6,137,"['Biography', 'Crime', 'Drama']",52506,68.0,,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.
896,Gifted,https://www.imdb.com//title/tt4481414/,2017,7.6,101,['Drama'],104441,,$24.80M,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
897,The Peanut Butter Falcon,https://www.imdb.com//title/tt4364194/,2019,7.6,97,"['Adventure', 'Comedy', 'Drama']",72529,70.0,$13.12M,Zak runs away from his care home to make his dream of becoming a wrestler come true.
898,Victoria,https://www.imdb.com//title/tt4226388/,2015,7.6,138,"['Crime', 'Drama', 'Romance']",54787,77.0,,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.
899,Guardians of the Galaxy: Vol. 2,https://www.imdb.com//title/tt3896198/,2017,7.6,136,"['Action', 'Adventure', 'Comedy']",591842,67.0,$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
900,Baby Driver,https://www.imdb.com//title/tt3890160/,2017,7.6,113,"['Action', 'Crime', 'Drama']",461183,86.0,$107.83M,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
901,Only the Brave,https://www.imdb.com//title/tt3829920/,2017,7.6,134,"['Action', 'Biography', 'Drama']",61028,72.0,$18.34M,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire."
902,Bridge of Spies,https://www.imdb.com//title/tt3682448/,2015,7.6,142,"['Drama', 'History', 'Thriller']",293929,81.0,$72.31M,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
903,The Incredibles 2,https://www.imdb.com//title/tt3606756/,2018,7.6,118,"['Animation', 'Action', 'Adventure']",260655,80.0,$608.58M,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
904,Moana,https://www.imdb.com//title/tt3521164/,2016,7.6,107,"['Animation', 'Adventure', 'Comedy']",285521,81.0,$248.76M,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
905,Sicario,https://www.imdb.com//title/tt3397884/,2015,7.6,121,"['Action', 'Crime', 'Drama']",383653,82.0,$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
906,Creed,https://www.imdb.com//title/tt3076658/,2015,7.6,133,"['Drama', 'Sport']",253178,82.0,$109.77M,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
907,Leviathan,https://www.imdb.com//title/tt2802154/,2014,7.6,140,"['Crime', 'Drama']",50555,92.0,$1.09M,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
908,Hell or High Water,https://www.imdb.com//title/tt2582782/,2016,7.6,102,"['Action', 'Crime', 'Drama']",209868,88.0,$26.86M,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
909,Philomena,https://www.imdb.com//title/tt2431286/,2013,7.6,98,"['Biography', 'Comedy', 'Drama']",95733,77.0,$37.71M,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
910,The Body,https://www.imdb.com//title/tt1937149/,2012,7.6,112,"['Mystery', 'Thriller']",60171,,,A detective searches for the body of a femme fatale which has gone missing from a morgue.
911,The Raid,https://www.imdb.com//title/tt1899353/,2011,7.6,101,"['Action', 'Thriller']",194059,73.0,$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
912,End of Watch,https://www.imdb.com//title/tt1855199/,2012,7.6,109,"['Action', 'Crime', 'Drama']",232110,68.0,$41.00M,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
913,A Star Is Born,https://www.imdb.com//title/tt1517451/,2018,7.6,136,"['Drama', 'Music', 'Romance']",347922,88.0,$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
914,True Grit,https://www.imdb.com//title/tt1403865/,2010,7.6,110,"['Drama', 'Western']",318419,80.0,$171.24M,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
915,In a Better World,https://www.imdb.com//title/tt1340107/,2010,7.6,118,"['Drama', 'Romance']",38927,65.0,$1.01M,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait."
916,Despicable Me,https://www.imdb.com//title/tt1323594/,2010,7.6,95,"['Animation', 'Comedy', 'Crime']",509724,72.0,$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
917,50/50,https://www.imdb.com//title/tt1306980/,2011,7.6,100,"['Comedy', 'Drama', 'Romance']",318912,72.0,$35.01M,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
918,Kick-Ass,https://www.imdb.com//title/tt1250777/,2010,7.6,117,"['Action', 'Comedy', 'Crime']",532859,66.0,$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
919,Cell 211,https://www.imdb.com//title/tt1242422/,2009,7.6,113,"['Action', 'Adventure', 'Crime']",64884,,,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
920,Moneyball,https://www.imdb.com//title/tt1210166/,2011,7.6,133,"['Biography', 'Drama', 'Sport']",382087,87.0,$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
921,The Skin I Live In,https://www.imdb.com//title/tt1189073/,2011,7.6,120,"['Drama', 'Horror', 'Thriller']",142510,70.0,$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
